poet_id,nom_canonique,nom_famille,nom_variantes,holdouts,anth_Buk_Vang_1972,streets_inside_1978,poetry_loves_poetry_1985,invocation_LA_1989,grand_passion_1995,stand_up_1990,stand_up_2002,leimert_park_2006,wide_awake_2015,cross_strokes_2015,coiled_serpent_2016,leimert_park_redux_2017,workshop_beyond_baroque_2018,lapl_list,laureat,mohr_blog_absents,score_canon_local
1,Steve Abee,Abee,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,2
2,Harold Abramowitz,Abramowitz,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1
3,Ricardo Lira Acuna,Acuna,Ricardo Lira Acuña,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
4,Thomas Adams,Adams,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
5,Mikael Ahadou,Ahadou,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1
6,Christine Choi Ahmed,Ahmed,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1
7,Tanzila Ahmed,Ahmed,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
8,Josephine Ain,Ain,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
9,Riua Akinshegun,Akinshegun,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1
10,Linda Albertano,Albertano,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,0,4
11,Nelson Alburquenque,Alburquenque,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
12,Robert Alexander,Alexander,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
13,Will Alexander,Alexander,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,4
14,Luis Alfaro,Alfaro,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
15,Paula Gunn Allen,Allen,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,1
16,Blair H. Allen,Allen,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1
17,Rosie Angelica Alonso,Alonso,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
18,Rafael F J Alvarado,Alvarado,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,2
19,Li Yun Alvarado,Alvarado,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
20,Karina Oliva Alvarado,Alvarado,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
21,Melissa F. Alvarado,Alvarado,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
22,Gloria Alvarez,Alvarez,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1
23,Dave Alvin,Alvin,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,2
24,Ameen Alwan,Alwan,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
25,E. Amato,Amato,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,2
26,Iris De Anda,Anda,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
27,Michael Andrews,Andrews,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
28,Ralph Angel,Angel,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,1
29,William Archila,Archila,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,,0,4
30,RD Armstrong,Armstrong,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,1
31,Mary Armstrong,Armstrong,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,0,2
32,Diana Arterian,Arterian,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,2
33,Kenneth Atchity,Atchity,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
34,Erika Ayon,Ayon,Erika Ayón,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,2
35,Danny Baker,Baker,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
36,Dorothy Barnes,Barnes,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1
37,Dick Barnes,Barnes,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,2
38,Tony Barnstone,Barnstone,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,0,3
39,Todd Baron,Baron,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1
40,Dorothy Barresi,Barresi,,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,,0,5
41,Richard Beban,Beban,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,2
42,Marjorie Becker,Becker,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,2
43,Cal Bedient,Bedient,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
44,Lory Bedikian,Bedikian,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,0,3
45,John Beecher,Beecher,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
46,Max Benavidez,Benavidez,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,2
47,Molly Bendall,Bendall,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,0,2
48,Lin Benedek,Benedek,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,2
49,Kim Benjamin,Benjamin,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1
50,Dinah Berland,Berland,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,2
51,Wallace Berman,Berman,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
52,Xochitl-Julisa Bermejo,Bermejo,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,0,3
53,Andres Bermejo,Bermejo,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
55,Bridgette Bianca,Bianca,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,2
56,Niki Billingslea,Billingslea,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1
57,Billy Al Bingston,Bingston,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
58,Michelle Bitting,Bitting,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,0,3
59,Charles Bivins,Bivins,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,2
60,Laurel Ann Bogen,Bogen,,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,,0,9
61,Joan La Bombard,Bombard,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1
62,Jennifer Bowen,Bowen,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1
63,Sue Abbott Boyd,Boyd,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
64,Bruce Boyd,Boyd,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,2
65,John Brander,Brander,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1
66,John Brantingham,Brantingham,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,1
67,Kate Braverman,Braverman,,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,1,4
68,Lynne Bronstein,Bronstein,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1
69,F. Douglas Brown,Brown,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,0,3
70,Derek D. Brown,Brown,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1
71,Stephanie Brown,Brown,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1
72,Jeffrey Bryant,Bryant,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
73,Shonda Buchanan,Buchanan,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1
74,Christopher Buckley,Buckley,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1
75,Ruthie Buell,Buell,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
76,Charles Bukowski,Bukowski,,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,,1,10
77,Billy Burgos,Burgos,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1
78,Ann Buxie,Buxie,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malibu,0,3
79,Elena Karina Byrne,Byrne,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,0,3
80,Paul Calderon,Calderon,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1
81,Ben Caldwell,Caldwell,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
82,Don Kingfisher Campbell,Campbell,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
83,Luis Campos,Campos,Luís Campos,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,2
84,Jessica M. Wilson Cardenas,Cardenas,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
85,Helene Cardona,Cardona,Hélène Cardona,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,0,3
86,Alvaro Cardona-Hine,Cardona-Hine,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
87,Anne Carmack,Carmack,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Monica,0,3
88,Anaid Carreno,Carreno,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
89,Iliana Carter,Carter,iliana carter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
90,Peter Cashorali,Cashorali,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,2
91,Fernando J. Castro,Castro,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1
92,Sue Caylor,Caylor,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1
93,Jessica Ceballos,Ceballos,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,0,3
94,Adrian Ernesto Cepeda,Cepeda,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
95,Angel Cerritos,Cerritos,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
96,Alma Cervantes,Cervantes,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1
97,Exene Cervenka,Cervenka,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,2
98,Robert Chambers,Chambers,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
99,Cathy Linh Che,Che,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,2
100,Lisa Cheby,Cheby,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
101,Jen Cheng,Cheng,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Hollywood,0,3
102,Neeli Cherry,Cherry,Neeli Cherkovski,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,2
103,Judy Chicago,Chicago,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
104,Aileen Cho,Cho,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,1
105,Gabreal Cho,Cho,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
106,Chiwan Choi,Choi,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,0,3
107,Marcus Clayton,Clayton,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
108,Odessa Cleveland,Cleveland,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1
109,Michelle T. Clinton,Clinton,,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,,1,5
110,Jeanette Clough,Clough,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,2
111,Tricia Cochee,Cochee,Tricia Alkmia Cochée,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1
112,Nan Cohen,Cohen,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,2
113,Lori Cohen,Cohen,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,1
114,Mark Colasurdo,Colasurdo,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1
115,Wanda Coleman,Coleman,,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,,0,10
116,Larry Colker,Colker,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,1
117,Buddy Collette,Collette,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
119,Cathy Colman,Colman,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,2
120,Brendan Constantine,Constantine,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,0,3
121,Dennis Cooper,Cooper,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,2
122,Henri Coulette,Coulette,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
123,Robert Crosson,Crosson,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,2
124,Rafa Cruz,Cruz,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
125,Gil Cuadros,Cuadros,,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,0,2
126,Iliana Cuellar,Cuellar,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
127,Yago S. Cura,Cura,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
128,Art Currim,Currim,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,0,3
129,James Cushing,Cushing,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
130,Doren Damico,Damico,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
131,Mary-Alice Daniel,Daniel,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,1
132,Michael Datcher,Datcher,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1
133,Carol V. Davis,Davis,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,2
134,Kamau Daáood,Daáood,Kamau Da'aood; Kamau Daaood; Kamau Daood,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,,0,5
135,Jacqueline DeAngelis,DeAngelis,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
136,Juan Delgado,Delgado,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1
137,Seven Dhar,Dhar,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
138,David M. Diaz,Diaz,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
139,Jose Hernandez Diaz,Diaz,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,2
140,Nia Malika Dixon,Dixon,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1
141,Peggy Dobreer,Dobreer,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1
142,John Doe,Doe,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,2
143,Dennis Dorney,Dorney,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,1
144,Sharon Doubiago,Doubiago,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,1
145,Linda Dove,Dove,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,1
146,Kim Dower,Dower,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,West Hollywood,0,7
147,Sharif Dumani,Dumani,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
148,Jawanza Dumisani,Dumisani,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,0,2
149,Steve Effingham,Effingham,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1
150,Susan Efros,Efros,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
151,Christian Elder,Elder,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
152,Dennis Ellman,Ellman,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
153,Seth Elpenor,Elpenor,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
154,Francisco Escamilla,Escamilla,Bus Stop Prophet,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
156,Frances Salome Espana,Espana,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1
157,Yvonne M. Estrada,Estrada,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,2
158,Carrie Etter,Etter,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,1
159,Eric Eztli,Eztli,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
160,Jenny Factor,Factor,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,1
161,B.H. Fairchild,Fairchild,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,1
162,Alexis Rhone Fancher,Fancher,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,0,3
163,Maria Fattorini,Fattorini,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1
164,Rich Ferguson,Ferguson,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
166,Jamie Asaye Fitzgerald,Fitzgerald,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,2
167,Mary Fitzpatrick,Fitzpatrick,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,1
168,Bob Flanagan,Flanagan,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,2
169,Angela Rose Flores,Flores,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
170,Charles Flowers,Flowers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,West Hollywood,0,5
171,Michael C. Ford,Ford,,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,,0,7
172,Ruth Forman,Forman,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1
173,Simone Forti,Forti,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
174,Charles Foster,Foster,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
175,Sesshu Foster,Foster,,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,,0,5
176,Mariana Franco,Franco,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
177,Amelie Frank,Frank,Amélie Frank,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,,0,4
178,Angela M. Franklin,Franklin,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1
179,Elliot Fried,Fried,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,0,3
180,Gene Frumkin,Frumkin,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
181,George Fuller,Fuller,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
182,Sol Funerol,Funerol,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
183,Kate Gale,Gale,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,0,3
184,Lucia Galloway,Galloway,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,1
185,Manazar Gamboa,Gamboa,,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,1,4
186,Ramon Garcia,Garcia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,3
187,Jerry Garcia,Garcia,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,3
188,Richard Garcia,Garcia,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,1,3
189,Nicolai Garcia,Garcia,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
190,Margaret Elysia Garcia,Garcia,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1
191,Frank X. Gaspar,Gaspar,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,1
192,Marisa Urrutia Gedney,Gedney,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
193,Emma Gee,Gee,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1
194,Amy Gerstler,Gerstler,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,,1,5
195,Marsha Getzler,Getzler,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
196,Dana Gioia,Gioia,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,,0,4
197,Steve Goldman,Goldman,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,1
198,Guillermo Gomez-Pena,Gomez-Pena,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
199,Liz Gonzalez,Gonzalez,liz gonzález,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,,0,6
200,William A. Gonzalez,Gonzalez,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1
201,Jessica Goodheart,Goodheart,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,1
202,Don Gordon,Gordon,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
203,Amanda Gorman,Gorman,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,2
204,Gerda Govine,Govine,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,0,3
205,Natalie J. Graham,Graham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orange County,0,3
